id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1281271501941927936,1281271501941927936,1594313905000,2020-07-09,23:58:25,WIB,1014633372126068736,prastketel4,Prastketel,,"@ganjarpranowo #klaten @SriPurnomoSP #Sleman #merapi #Cangkringan  bukan candakan yg aku trima ,tp kenyataan yg dibuktikan dilokasi  #EmbaneMasyarakat pic.twitter.com/pqdcoYcSRi","['ganjarpranowo', 'sripurnomosp']",[],[],0,0,0,"['#klaten', '#sleman', '#merapi', '#cangkringan', '#embanemasyarakat']",[],https://twitter.com/Prastketel4/status/1281271501941927936,False,,1,,,,,,,"[{'user_id': '1014633372126068736', 'username': 'Prastketel4'}, {'user_id': '109762193', 'username': 'ganjarpranowo'}, {'user_id': '2311757593', 'username': 'SriPurnomoSP'}]",,,,
1281271211763220482,1281220657620140033,1594313836000,2020-07-09,23:57:16,WIB,1269703929597530119,ndolitp,Ndolit Putra,,"Warga ambil batuan kemarin ndoro,,uyuk uyukan...tp alhamdulilah pada tertip pakai masker pic.twitter.com/t6fbc6OKph",['ganjarpranowo'],[],['https://pbs.twimg.com/media/Ecf9XOzUMAYHnc4.jpg'],0,0,1,[],[],https://twitter.com/NdolitP/status/1281271211763220482,False,,0,,,,,,,"[{'user_id': '1269703929597530119', 'username': 'NdolitP'}, {'user_id': '109762193', 'username': 'ganjarpranowo'}]",,,,
1281267950436007936,1281183248849108992,1594313058000,2020-07-09,23:44:18,WIB,1216490171517898757,muhammaddavinp1,Davin,,Warnanya sangat hitam di Bengawan solo Cepu,"['kominfo_jtg', 'ganjarpranowo']",[],[],0,0,0,[],[],https://twitter.com/MuhammadDavinP1/status/1281267950436007936,False,,0,,,,,,,"[{'user_id': '1216490171517898757', 'username': 'MuhammadDavinP1'}, {'user_id': '819065767463292928', 'username': 'kominfo_jtg'}, {'user_id': '109762193', 'username': 'ganjarpranowo'}]",,,,
1281266359419060224,1281220657620140033,1594312679000,2020-07-09,23:37:59,WIB,79961663,fauzimajinasi,Ahmad Fauzi,,"Permisi pak, saya Terima Kasih sblmnya saat Bpk trun ke Lapangan waktu Macet Akibat ROB di Sayung jd teratasi

Saat ini Pembangunan Jalan tuk atasi Rob brjlan, Tp banyak waktu rakyat yg lewat jd sia2 akibat macet panjang selama seminggu lbh, Mohon bantuan pic.twitter.com/XHbW8Kl4We",['ganjarpranowo'],[],"['https://pbs.twimg.com/media/Ecf46WHUwAAKfAa.jpg', 'https://pbs.twimg.com/media/Ecf473aUcAAlhql.jpg']",0,0,0,[],[],https://twitter.com/fauzimajinasi/status/1281266359419060224,False,,0,,,,,,,"[{'user_id': '79961663', 'username': 'fauzimajinasi'}, {'user_id': '109762193', 'username': 'ganjarpranowo'}]",,,,
1281265682819149825,1281093405389578241,1594312518000,2020-07-09,23:35:18,WIB,826065413049978881,yatie84991237,Yattie 🇮🇩,," https://twitter.com/Yatie84991237/status/1281262438910816259?s=19 …

Si tolol itu pasti akan mbantah lg.. 

Covid-19 melanda seluruh dunia & makhluk neraka tsb ttp saja mnyalahkan Jkw.. 

Gilak yaa haluunya murni bawaan taqdir!! 😯","['julieette99', '5_alfatih', 'ahmadfa78849395', 'queenoposisi', 'semut_ireng13', 'opposite6891', 'xdigeeembok', 'ganjarpranowo']",['https://twitter.com/Yatie84991237/status/1281262438910816259?s=19'],[],0,0,0,[],[],https://twitter.com/Yatie84991237/status/1281265682819149825,False,https://twitter.com/Yatie84991237/status/1281262438910816259,0,,,,,,,"[{'user_id': '826065413049978881', 'username': 'Yatie84991237'}, {'user_id': '995744559463256064', 'username': 'Julieette99'}, {'user_id': '1281130642764263424', 'username': '5_alfatih'}, {'user_id': '879011339028504578', 'username': 'AhmadFa78849395'}, {'user_id': '1250078594493083649', 'username': 'queenoposisi'}, {'user_id': '619636245', 'username': 'semut_ireng13'}, {'user_id': '933285580938477570', 'username': 'opposite6891'}, {'user_id': '58485161', 'username': 'xdigeeembok'}, {'user_id': '109762193', 'username': 'ganjarpranowo'}]",,,,
1281265032416817153,1281093405389578241,1594312363000,2020-07-09,23:32:43,WIB,826065413049978881,yatie84991237,Yattie 🇮🇩,,"PKI yg mnyamar jd Kadrun kek eloe mmg ga akan bs melihat realitas.. 

Kan udh di tutup oleh Allah mata hati & pikiran loe.. 

Makhluk kek eloe itu udh busuk sblom msk liang lahat! pic.twitter.com/he0J79Ngfb","['5_alfatih', 'julieette99', 'ahmadfa78849395', 'queenoposisi', 'semut_ireng13', 'opposite6891', 'xdigeeembok', 'ganjarpranowo']",[],['https://pbs.twimg.com/media/Ecf3wEUVAAAQOcx.jpg'],0,0,0,[],[],https://twitter.com/Yatie84991237/status/1281265032416817153,False,,0,,,,,,,"[{'user_id': '826065413049978881', 'username': 'Yatie84991237'}, {'user_id': '1281130642764263424', 'username': '5_alfatih'}, {'user_id': '995744559463256064', 'username': 'Julieette99'}, {'user_id': '879011339028504578', 'username': 'AhmadFa78849395'}, {'user_id': '1250078594493083649', 'username': 'queenoposisi'}, {'user_id': '619636245', 'username': 'semut_ireng13'}, {'user_id': '933285580938477570', 'username': 'opposite6891'}, {'user_id': '58485161', 'username': 'xdigeeembok'}, {'user_id': '109762193', 'username': 'ganjarpranowo'}]",,,,
1281263948583428099,1281093405389578241,1594312104000,2020-07-09,23:28:24,WIB,826065413049978881,yatie84991237,Yattie 🇮🇩,,"Makhluk hina yg suka mnelikung dr blakang.. 

Boz loe..Ttngga loe..Relasi loe.. 
SIAPAPUN yg mndukung Pmerintahan yg sah akan loe jelek2an.. 

HiiyYyy ngeriikknyaa ada psikopat kek eloe brkeliaran di tngah2 masy luas!  😯","['5_alfatih', 'julieette99', 'ahmadfa78849395', 'queenoposisi', 'semut_ireng13', 'opposite6891', 'xdigeeembok', 'ganjarpranowo']",[],[],0,0,0,[],[],https://twitter.com/Yatie84991237/status/1281263948583428099,False,,0,,,,,,,"[{'user_id': '826065413049978881', 'username': 'Yatie84991237'}, {'user_id': '1281130642764263424', 'username': '5_alfatih'}, {'user_id': '995744559463256064', 'username': 'Julieette99'}, {'user_id': '879011339028504578', 'username': 'AhmadFa78849395'}, {'user_id': '1250078594493083649', 'username': 'queenoposisi'}, {'user_id': '619636245', 'username': 'semut_ireng13'}, {'user_id': '933285580938477570', 'username': 'opposite6891'}, {'user_id': '58485161', 'username': 'xdigeeembok'}, {'user_id': '109762193', 'username': 'ganjarpranowo'}]",,,,
1281263680764575744,1281245956265082881,1594312040000,2020-07-09,23:27:20,WIB,722871725520605188,hendry_martien,Martien Hendry,,"Iya,tuh bocah palingan kalau udah gede jadi pengantin buat bunuh diri!!!","['julieette99', 'the_eagle888', 'xdigeeembok', 'opposite6891', 'ganjarpranowo']",[],[],0,0,1,[],[],https://twitter.com/hendry_martien/status/1281263680764575744,False,,0,,,,,,,"[{'user_id': '722871725520605188', 'username': 'hendry_martien'}, {'user_id': '995744559463256064', 'username': 'Julieette99'}, {'user_id': '1244525884775653380', 'username': 'The_Eagle888'}, {'user_id': '58485161', 'username': 'xdigeeembok'}, {'user_id': '933285580938477570', 'username': 'opposite6891'}, {'user_id': '109762193', 'username': 'ganjarpranowo'}]",,,,
1281263389243666434,1281240234986860546,1594311971000,2020-07-09,23:26:11,WIB,4036695433,hasn0religi0n,卩卄ㄖ丂丨ㄥㄥ,,Statement dr mendikbud orgtua murid boleh menolak kebijakan sekolah mba,"['aldilasandra', 'yu_limbuk', 'ganjarpranowo']",[],[],0,0,0,[],[],https://twitter.com/hasn0religi0n/status/1281263389243666434,False,,0,,,,,,,"[{'user_id': '4036695433', 'username': 'hasn0religi0n'}, {'user_id': '599205223', 'username': 'AldilaSandra'}, {'user_id': '3132972714', 'username': 'yu_limbuk'}, {'user_id': '109762193', 'username': 'ganjarpranowo'}]",,,,
1281263311342825472,1281245956265082881,1594311952000,2020-07-09,23:25:52,WIB,722871725520605188,hendry_martien,Martien Hendry,,Yah rakyat kayak loe mah gak dianggap sama presiden!!!,"['the_eagle888', 'julieette99', 'xdigeeembok', 'opposite6891', 'ganjarpranowo']",[],[],0,0,2,[],[],https://twitter.com/hendry_martien/status/1281263311342825472,False,,0,,,,,,,"[{'user_id': '722871725520605188', 'username': 'hendry_martien'}, {'user_id': '1244525884775653380', 'username': 'The_Eagle888'}, {'user_id': '995744559463256064', 'username': 'Julieette99'}, {'user_id': '58485161', 'username': 'xdigeeembok'}, {'user_id': '933285580938477570', 'username': 'opposite6891'}, {'user_id': '109762193', 'username': 'ganjarpranowo'}]",,,,
